;ID;Name;Price_night;Rank;Adress;Phone;Website;Description;Number_of_Rooms;Hotel_Style;Mail;Rating;Number_Rating;Location_Rating;Cleanliness_Rating;Service_Rating;Value_Rating;Walking_Grade;Near_Restaurants;Near_Attractions;Language_Spoken;Wifi;Taxi;Breakfast;Baggage_storage;All_day_front_desk;All_day_check_in;Dry_cleaning;Complimentary_Coffee;Snack_bar;Concierge;Newspaper;Laundry_service;Non_smoking_hotel;Ironing_service;Kid_friendly_buffet;Bar_Lounge;Allergy_free_room;Coffee_tea_maker;Blackout_curtains;Air_conditioning;Housekeeping;Flatscreen_TV;Bathrobes;All_day_check_in.1;Alarm_clock;Complimentary_toiletries;Snack_bar.1;Soundproof_rooms;Desk;Minibar;Bath_shower;Safe;Bottled_water;Electric_kettle;Hair_dryer;Family_rooms;Non_smoking_rooms;Valet_parking;Pool;Indoor_pool;Sauna;Hot_tub;Fitness_Center;Rooftop_bar;Spa;Massage;Doorperson;Umbrella;Butler_service;Umbrella.1;Hammam;Meeting_rooms;Banquet_room;Meeting_rooms.1;Highchairs_available;Pets_Allowed;Car_hire;Restaurant;Extra_long_beds;Air_purifier;Room_service;Private_balcony;Landmark_view;City_view;Suites;Separate_dining_area;Interconnected_rooms_available;Cable_satellite_TV;Refrigerator;Breakfast_in_the_room;Personal_trainer;Currency_exchange;Paid_private_parking_nearby;Walking_tours;Yoga_room;Books_DVD_music;Strollers
239;239;Hotel du Danube Saint Germain;;#48;58 rue Jacob, 75006 Paris France;01 86 76 13 58;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=194279&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227102246&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkbxZSKZ386aZVfaJJ88plqW8Gp7OyA8GZAOf0SZHQgqwEoir0Oy-V2C2bMSqlyqjBA&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=2&cs=198624999d53e7621cc585ff4e7c3a414&ba_uid=9c667dfd-0937-43f9-b5c5-7616d60d07bc;"A charming 3-star hotel in the heart of Saint Germain des Pres, family owned since 1962. We offer a choice of standard rooms (small and economical), some superior rooms and a few family rooms. All our bedrooms feature private facilities; they vary in size and comfort according to their rates; all the rooms are very personalized (with cable-TV, telephone, individual safe). The entire hotel is air-conditioned except our standard rooms. We look forward to welcoming you to our hotel!";40;None;None;4.5;508;5.0;4.5;4.5;4.0;100.0;115.0;177.0;None;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
240;240;Hotel Park Lane Paris;109;#155;4 rue la Boetie, 75008 Paris France;None;https://us.trip.com/hotels/detail?hotelid=718511&Allianceid=3242848&SID=8120429&ouid=db88a62e-aad6-4ad1-beb5-3794b7037084&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"Occupying an envious location in the heart of the Champs-Elysées, the luxurious street Faubourg St-Honoré and the famous shopping center: Galeries Lafayette and Printemps, the brand new luxury hotel Park Lane Paris opens its elegant and fashionable universe from August 1st 2008. You will enjoy the contemporary design of its 48 classical, superior and deluxe rooms as well as the luxurious harmony of the special materials combined with the new technology (free wi-fi , flat screen tv, air conditionning...).
";48;None;reception@hplparis.com;4.5;499;5.0;4.5;4.5;4.5;100.0;41.0;302.0;English, French, Spanish, Arabic and 2 more ;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
241;241;Hotel Paris Bastille Boutet - MGallery;227;#473;22 24 Rue Faidherbe, 75011 Paris France;None;https://us.trip.com/hotels/detail?hotelid=4395903&Allianceid=3242848&SID=8120429&ouid=d5078230-abe6-4c12-bcfa-c3eebe6f5fb6&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"If you’re looking for a romantic hotel in Paris, look no further than Hotel Paris Bastille Boutet - MGallery.
Given the close proximity of popular landmarks, such as Cathédrale Notre-Dame de Paris (1.5 mi) and Panthéon (1.8 mi), guests of Hotel Paris Bastille Boutet - MGallery can easily experience some of Paris' most well known attractions.
Rooms at Hotel Paris Bastille Boutet - MGallery offer a flat screen TV, air conditioning, and a minibar providing exceptional comfort and convenience, and guests can go online with free wifi.
Read more";80; Trendy Modern ;hA064@accor.com;4.5;767;4.5;4.5;4.5;4.0;100.0;47.0;301.0;English, French ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
242;242;Le Relais du Louvre;219;#117;19 rue des Pretres St G L Auxerrois, 75001 Paris France;01 40 41 96 42;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=222914&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227102276&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkQNHg-UZ1R6UupVYd5cOdKjtbsdzRrl_YxKpLQr53xDZMqnaYswB6B5IYZIFBRcxVQ&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=2&cs=184c9cd14d05491ab77854736536e3b8a&ba_uid=326e3866-af28-4751-9484-b5c370b75d5c;"This charming non-smoking hotel offers 21 fully renovated rooms right in front of the Louvre Museum (10 rooms have a view on the Louvre Museum)/6 floors with lift. The street is very quiet and located right in the middle of the city. Most monuments such as Notre-Dame, the Louvre Museum, the Opera House, the Champs Elysées, the Pompidou Centre, the Sainte-Chapelle and the Conciergerie but also the Seine river with the Ile de la Cité and Ile Saint-Louis are walking distance. SERVICES: parking, breakfast served from 7 AM until 12 even during the week, room service for diner from 6PM until 3AM, free tea and Nespresso coffee break every day from 2PM until 8PM in the lobby, laundry; TECHNOLOGY: free WIFI in the entire hotel, free computer with printer in the lobby, tablet computer and printer at disposal, Bose Bluetooth speakers, smart TV with USB connexion and VOD, 62 TV programs and 12 radios AMENITIES: minibars, safe, real hair dryer, bath products; Parking can be reserved
Read more";21; Value Classic ;contact@relaisdulouvre.com;4.5;919;5.0;4.5;4.5;4.5;100.0;103.0;312.0;English, French, Spanish, German and 1 more ;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;1
243;243;Hotel Victor Hugo Paris Kleber;139;#562;19 rue Copernic, 75116 Paris France;None;https://us.trip.com/hotels/detail?hotelid=729919&Allianceid=3242848&SID=8120429&ouid=4ce32485-7d4e-48a1-8f4a-ea63985c6c21&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"Completely renovated, our hotel offers you the elegance, the charm and the refinement of a French residence. Let yourself be amazed by our rooms combining harmony, comfort, equipment and aesthetics. Some of them, of ""Superior"" and ""Prestige"" category, will allow you to enjoy a moment of pure relaxation while relaxing in a whirlpool bathtub. From our terraces, admire the incredible view of the rooftops of Paris, but also the basins of Passy, real jewel unsuspected 16th district. Let yourself be carried away by the warm and trendy atmosphere of our ""Les Contemplations"" bar and discover our selection of drinks and snacks. A French Breakfast every day from 7:00 to 10:30 around a buffet, offering a wide range of fresh and tasty products. For those in a hurry, a formula Breakfast Express is to be enjoyed at the Bar from 6.30am. Our two coworking lounges have the equipment and comfort necessary for working moments combining efficiency and pleasure. French and international daily newspapers, high-speed Wi-Fi access, a business corner and luggage storage are at your disposal free of charge in our entirely non-smoking establishment. Our staff will be happy to welcome you and guide you throughout your stay to make your parenthesis Parisian unforgettable.
Read more";75; City View Residential Neighborhood ;contact@victorhugohotel.com;4.0;782;4.5;4.5;4.0;4.0;100.0;18.0;164.0;English, French, Spanish, Portuguese ;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0
244;244;Hotel de Sevres;138;#541;22 rue de l Abbe Gregoire, 75006 Paris France;None;https://us.trip.com/hotels/detail?hotelid=10317027&Allianceid=3242848&SID=8120429&ouid=e0be96d5-a5d3-4a23-8e89-a0a0d543b3f0&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;In the heart of Paris on its famous Left Bank, between the mythical districts of Saint Germain des Pres and Montparnasse, the Hotel de Sevres is an elegant hotel full of charm which welcomes you for holidays, your business trips or just a quiet escapade in the French capital.;32; Mid-range ;None;4.0;555;4.5;4.5;4.5;4.0;100.0;56.0;200.0;English ;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
245;245;Castille Paris;364;#466;33 rue Cambon, 75001 Paris France;None;https://us.trip.com/hotels/detail?hotelid=717950&Allianceid=3242848&SID=8120429&ouid=a94a63e9-04ce-4b9b-9bb8-9605add4f6a6&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"The Castille is prestigiously located in Rue Cambon near the city’s most exclusive fashion boutiques and signature sights, such as the Louvre, the Champs Elysées and the Centre Pompidou. The hotel's 108 rooms and suites occupy two wings of the building, each with a character of its own: one exudes contemporary elegance, while the other offers a touch of classic French style. In the elegant Salon de Thé, the Castille has something for every occasion at the L’Assaggio restaurant and its bar. During spring and summer, guests can dine under the Parisian stars in the enchanting inner courtyard. The Castille has three daylight meeting rooms to host receptions and private gatherings for up to 55 people. The hotel team can arrange any type of event and make it a memorable occasion. All services are carefully crafted to ensure every guest a superlative experience, from the Les Clefs d’Or Concierge to the 24-hour room service.
Read more";108; Business Classic ;hotel@castille.com;4.5;1,221;5.0;4.5;4.5;4.0;100.0;93.0;385.0;English, French ;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
246;246;Hotel De La Bretonnerie;135;#432;22 rue Ste Croix de la Bretonnerie 04 Arr., 75004 Paris France;None;https://us.trip.com/hotels/detail?hotelid=6056800&Allianceid=3242848&SID=8120429&ouid=1d26e9eb-644c-4b68-940e-12e783649012&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;A few steps away from the Place des Vosges, the Picasso Museum, the Georges Pompidou Center and from the Notre-Dame, you will enjoy a charming residence typical of the Marais area, which has managed to preserve its character.Each of its 7 suites and 22 rooms, uniquely decorated, invites you to an intimate stay. It resides in an old private hotel from the 17th Century and buried in the heart of Pari, where it is easy to get lost among the old facades and flowered interior gardens.;29; Centrally Located Historic Hotel ;hotel@bretonnerie.com;4.5;784;5.0;4.5;4.5;4.0;100.0;174.0;411.0;English, French, Russian, Spanish ;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
247;247;Hotel Princesse Caroline;132;#437;1 B rue Troyon, 75017 Paris France;None;https://us.trip.com/hotels/detail?hotelid=730194&Allianceid=3242848&SID=8120429&ouid=5f7be998-0287-4710-8b51-c5666bff98c9&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"At the heart of the Golden Triangle, near the Champs-Elysées in the 17th district of Paris, Princess Caroline hotel offers you a warm welcome. Our 3-star hotel took its name from Napoleon's sister, Caroline Bonaparte, wife of Joachim Murat. From this imperial history, our hotel has retained a certain idea of the French art of living combined with an elegant and refined atmosphere. As a romantic hotel in the heart of Paris, the Princess Caroline provides the promise of an exceptional stay. Our hotel offers 53 air-conditioned rooms both cosy, quiet and very comfortable. Most of them offer views on the rue Troyon. Rooms on the 7th and last floor look out on the rooftops. The Arc de Triomphe and the Champs Elysées are just a few stemps away...
Read more";53; Classic Family ;contact@hotelprincessecaroline.fr;4.5;460;5.0;4.5;4.5;4.5;100.0;33.0;264.0;English, French, Spanish, Italian ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
248;248;Hotel Brighton - Esprit de France;;#157;218 rue de Rivoli 01 Arr., 75001 Paris France;None;https://us.trip.com/hotels/detail?hotelid=717244&Allianceid=3242848&SID=8120429&ouid=88a9102f-24a7-4b88-9d0e-399e81e1b99d&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"""An unique view in the heart of Paris"" The Hôtel Brighton, built on Rue de Rivoli by Lord Egerton at the beginning of the 19th century, became one of the capital’s leading hotels, attracting many British customers. This district of Paris, which is now the 1st arrondissement, was very popular with British clients on The Grand Tour, an initiatory trip across Europe and sometimes as far as Asia with the aim of completing the artistic and cultural education of the young middle classes. The hotel has preserved a large number of antique elements down the years, beginning with the period mosaic with the words ""Hôtel Brighton"" on the ground beneath the arcades of Rue de Rivoli in front of the hotel. Inside, the marble columns in the hall, the sculpted high reliefs in the bar, the set of antique mirrors and the many French windows, the tall ceilings on the ""noble floors"" and the exposed beams in the rooms on the upper storeys all bear witness to the history of the site and the people who gave it its charm. But what makes the Hôtel Brighton a truly exceptional place is the breathtaking 180° panorama. To the left, the Louvre, once a royal palace, today a museum, the Tuileries Gardens opposite and the Place de la Concorde to the right with the Eiffel Tower in the background. One of your best memories of Paris will be this unique view.
Read more";62;None;None;4.5;2,364;5.0;4.5;4.5;4.5;100.0;136.0;239.0;None;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0
249;249;Hotel de Seze;170;#143;16 rue de Seze, 75009 Paris France;None;https://us.trip.com/hotels/detail?hotelid=2510056&Allianceid=3242848&SID=8120429&ouid=bf05e36b-3244-4d7a-af5d-1e631040b98c&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;Just 50 meters from Madeleine Church and metro stop Madeleine (line 8, Hotel de Seze offers suites and rooms set in a renovated stately townhouse. On site you will find a hammam, a fitness centre and a 24-hour front desk. Each air-conditioned room features free WiFi access, a desk and a 42-inch LED TV with 42 satellite channels and free video on demand. The private bathrooms have a bathtub or a walk-in shower with a rain shower-head, free luxury Clarins amenities, bathrobe and slippers.;22; Modern Centrally Located ;None;4.5;532;5.0;5.0;5.0;4.5;100.0;101.0;424.0;English, French, Spanish, Dutch and 1 more ;1;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
250;250;Hotel Haussmann Saint Augustin;152;#864;20 rue Roquepine, 75008 Paris France;None;https://us.trip.com/hotels/detail?hotelid=1577534&Allianceid=3242848&SID=8120429&ouid=93240dcd-bcd3-4631-ab8c-778876f4f5fb&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;A DELIGHTFUL HOTEL IN THE HEART OF PARIS Step through the doors of the Hotel Haussmann Saint-Augustin in the 8th arrondissement in the heart of Paris, and you will be entering a delightful and quintessentially Parisian hotel in a cosy and sophisticated setting. Stay in one of our 34 rooms. Both modern and inviting, all rooms are non-smoking. With their chestnut-beige and burgundy tones, select choice of fabrics and furniture crafted from wenge wood, our rooms will ensure visitors a cosy stay.;34;None;None;4.5;94;5.0;4.5;4.5;4.5;100.0;48.0;289.0;English, French, Spanish ;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
251;251;XO Hotel;138;#95;23 rue Theodore de Banville 17th Arr., 75017 Paris France;None;https://us.trip.com/hotels/detail?hotelid=717708&Allianceid=3242848&SID=8120429&ouid=8c4fbd5a-c395-4741-828b-3fca4e5683e0&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"The 58 elegant rooms are decorated in shades of blond and bronze, with a touch of blue or gray. For 1 or 2 persons, they’re all equipped with air-conditioned, comfortable beds, Internet connections, (wired & wireless) and a safe deposit box for laptops. A Nespresso coffee machine is available in each room, that allows you to have a coffee ""on the go"" whenever you want.";58; Residential Neighborhood Charming ;None;5.0;385;5.0;5.0;4.5;4.5;100.0;12.0;240.0;English, French, Spanish ;1;1;1;1;1;0;0;1;0;1;1;1;1;0;0;1;0;1;1;1;1;1;0;0;1;1;0;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
252;252;ATN Hotel Paris St-Lazare;71;#902;21 rue d Athenes, 75009 Paris France;None;https://us.trip.com/hotels/detail?hotelid=717313&Allianceid=3242848&SID=8120429&ouid=c5eb50bb-4959-4444-877d-ce6837b9991e&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;Six-story hotel within walking distance of the Opera, Galeries Lafayette department store and St. Lazare train station.;36; Mid-range ;None;4.0;412;4.5;4.0;4.0;4.0;100.0;57.0;337.0;English, French, Russian, Spanish and 4 more ;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
253;253;Hotel Elysees Bassano;167;#941;24 rue de Bassano, 75116 Paris France;None;https://us.trip.com/hotels/detail?hotelid=2368011&Allianceid=3242848&SID=8120429&ouid=c74f392b-b5ed-4711-8853-98a9b8f4bd5e&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;Hotel Elysees Bassano enjoys an exceptional location : 5 minutes walk from the Champs Elysees and 500 meters from the Trocadero and the Eiffel Tower. You will be able to walk on the most beautiful avenue in the world, visit Avenue Montaigne and its luxury brands. The hotel offers a breakfast room and a bar. The 40 air conditioned and comfortable rooms have modern decor.;40; Mid-range ;None;4.0;232;4.5;4.5;4.0;4.0;100.0;54.0;192.0;English, French, Spanish, Arabic and 2 more ;1;1;0;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
254;254;Niel Hotel;80;#638;11 rue Saussier Leroy, 75017 Paris France;None;https://us.trip.com/hotels/detail?hotelid=730041&Allianceid=3242848&SID=8120429&ouid=eac46e6d-97a2-40a4-8265-6d8a1a9a6ac5&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"Welcome to Niel Hotel, your Paris “home away from home.” Niel Hotel aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.
For those interested in checking out popular landmarks while visiting Paris, Niel Hotel is located a short distance from Trocadero (1.3 mi) and Eiffel Tower (1.5 mi).
The rooms offer a flat screen TV, air conditioning, and a desk, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.
Read more";38; Classic Quiet ;hotelniel.arcdetriomphe@wanadoo.fr;4.0;415;4.5;4.5;4.0;4.0;100.0;23.0;303.0;English, French, Spanish, Arabic ;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
255;255;Hotel Du Sentier;275;#945;2 Place du Caire, 75002 Paris France;None;https://us.trip.com/hotels/detail?hotelid=70352610&Allianceid=3242848&SID=8120429&ouid=96005476-3747-42fd-9cf0-d180dbdf3263&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"Spacious rooms, a Parisian bistro, like in the village square, but in the center of Paris: the new confidential address that brings together hotel and neighborhood residents, passing friends and tourists on trip. Come and discover Paris in this traditional district known for the textile industry, but also steeped in history ... In a beautifull atmosphere, these rooms in the center of Paris adapt to your desires: double rooms for lovers, communicating rooms for families or even with terraces. Made from materials of character: solid oak, black porcelain, marble, light parquet ... the rooms at Hotel du Sentier are meant to be lively, welcoming hotel residents like long-time friends.
Read more";30; City View Charming ;reservation@hoteldusentier.com;5.0;33;5.0;5.0;5.0;5.0;100.0;132.0;637.0;English, French, Spanish, Farsi ;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;0;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0
256;256;Le Citizen Hotel;137;#135;96 quai de Jemmapes, 75010 Paris France;None;None;A Boutique Hotel with twelve rooms run by a team whose ultimate goal is that guests enjoy every moment of their visit. The building has been completely renovated from top to bottom, with aesthetic natural wood accents throughout. The quality of the accommodations includes top of the line beds, flat screen television with a vast choice of international channels, air conditioning, sound buffering and complimentary in-room services of WiFi, filtered water…;12; River View Trendy ;None;4.5;908;4.5;5.0;5.0;4.5;100.0;54.0;255.0;English, French, Spanish, German and 3 more ;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
